Cleaned_Comment,Predicted_Sentiment
thanks support ukraine quite important u day tank share truth across world,1.0
u worst amongst,2.0
zelensky satisfying ego putting people life stake,1.0
west need stop telling lie playing people life,1.0
lacked,2.0
europe largest war since bosninan war get right,1.0
itd one thing putin rolled ukraine singing wonderful ukrainian people he he dropping bomb killing people saying he going help,1.0
man would think would start ww live everyday fullest peace,0.0
condition occur due america america responsible,2.0
view k like k comment subscriber nice,0.0
syria irak yemen palestine far far away people hwo live important ukraine close west shaking boot,1.0
video lie tell viewer nato america agreed russia wont expand eastward near russia back door,2.0
let boy putin country ukraine russia,0.0
reason ukraine joined nato didnt nato refuse consider ukraine request join wouldnt spark war ukraine joined nato,2.0
think people forgot sent troop iraq vietnam invaded federal republic yugoslavia without order un,1.0
thank god u know coup cia nato engineered,2.0
would america alow north korea move mexico became friend would america feel threatened move yes wouldnt like would exactly russia ukraine turkey cuba crisis,1.0
fool ukrainian president,2.0
ukraine around russia russia right,1.0
funny dont mention cue democratically govt overthrown oh way crimea voted referendum invasion nice try guy,0.0
nato take russia china north korea world would peace,1.0
aware power stem spiritual unseen world conflict play physical reality putin orthodox side zelensky sacred cow lbgtq,2.0
nato wake wipe maniac putin save world,2.0
basically want united russia,0.0
u could justify war even reason turned false claim stop war stop israel stop putin stop u,0.0
someone come conclusion half europe always wondered,2.0
putin petty,2.0
nationalism denounced home embraced abroad,1.0
wouldnt trust putin cup tea,2.0
zelensky still thinking easy take russia believe russia havent used evn power yet please listen powerful ready see dead body lost country hope russia calm well,1.0
putin heart,2.0
said cold war ever seemed like stalemate continued left,2.0
saddest part showed nursing home patient usa president,2.0
putin considers russia ukrean one nation make sen bomb,1.0
putin finished bombing everything ukraine wont much left place lied people military placed russian soldier position murdering former neighbor man heart stone,2.0
cant way say ukraine deserves independent russia language custom eastern ukraine mostly russian speaking ethnic russian right declare independence ok ukrainian russian east ukraine,2.0
thats true government ukraine still want join nato also feb th u bombed somalia russia invaded ukraine,0.0
theyre neighbor russia tf attacked people,1.0
putin convoy mile long stalled logistics ect russian army wonder plane airborne putin rattle nuke sabor im former military investigator consider reverse trojan horse putin europe uktain shoot,1.0
military use look scary formidable look like,1.0
enough nonsense im gonna go get fried bologna sandwich,2.0
putin gone mad maybe goal something different maybe want name immortalised like napoleon hitler,2.0
hope balance power eastern europe,1.0
money russia,2.0
nuclear weapon hope russian love child,2.0
omg totally ignored large part ukraine pale settlement think fiddler roof timing russian govt sent contained jew late wwi stop ignoring fact ukraine russia prison land thats tie putin country doesnt anyone talk ukraine separated russia first place stop listening parroting bad news research,2.0
single soldier put foot ukraine putin hitler condemned un west usa invaded dozen country killed thousand people torture prison president get peace nobel price nato member include england france two country devastating entire continent tracing border please condemn war way cant stand hypocrisy news medium controlled power,0.0
let go russia want watch blue voter get drafted next month million,2.0
barbaric heard uk leader sound like compliment,1.0
correction voted referendum join russia,1.0
putin want ukraineso let let ukraine fight,1.0
u main problem,0.0
nato reason escalated,2.0
nato looked pootin wrong least thats pootin cry year,1.0
nothing usa lie nato eastern expansionnothing war crime uk usa iraq afghanistan force killing million civilian hipocracy,2.0
putin brain cell damaged putinka vodka,2.0
year weve experienced far historical event year put together,2.0
arent ukraine betrayed russia tempting join nato,2.0
nato poked rabid dog isnt cynical argument suffer consequence,2.0
world see putin truly evil starting unprovoked war invasion remember hitler started like putin evil putin must eliminated blame russian people war totally putin war remember people didnt speak hitler invading country think,1.0
funny mention fact premature war largest since world war without acknowledging breakup yugoslavia killed around people,2.0
thank going concisely trusted resource also appreciate correction thank,1.0
putin kgb paranoid nato going invade russia west also corrupt many war conflict people suffer citizen,1.0
full scale war casualty shouldnt casualty massive attack,0.0
based story russia retaliating trying prevent nato pushing right border nobody acknowledging shared blame could nobody seen likely outcome tried everybodys quick call russia isnt nato much blame,1.0
lonely philippine echographically explain quail perceptually memorise pleasant danger delicious illfated sort,2.0
make sense dont understand putin want ukraine prorussian want ukraine back russia resource people,2.0
putin trying make sure keep democracy away country people start want real election like neighbor know would mean end dictatorship,1.0
remember pandemic,1.0
longer good enough talk peace must act peace live peace live peace,2.0
language fact many ukrainian family root russia,2.0
told one view conflict russian medium saying reason like ukrainian diplomatic absence total nato interest contiue war cost even civilian life break say truth,2.0
way ukrainian treated african mess lost lot sympathy,1.0
video simply incredible change show people truth happening danger ever need get together,1.0
american demanded end nato since outdated useless troublesome,2.0
love skipped part ukraine bombing separatist region year targeting civilian u sponsoring coup elected president pro west enough,2.0
hate video end fun twist fascinating new information wrapping theme anything perfectly capture unresolved problem uncertainty praying ukraine,1.0
wish putin reed alll hope reed surely there another way deal war come putin think press red botton set nuke misile partly world againsed nuke misile ever happens even tho family killed matter way want go,1.0
ukraine top supplier child p device upload week internet,2.0
russia didnt demand nato move east russia demanded ukraine join nato,2.0
putin destroying country buffer zone nato country gave nuclear weapon time ago see logic taking ukraine russia next nato country putin really trying reestablish country part soviet union past shooting non military target apartment hospital unacceptable using cluster bomb lawed country kind person kill innocent woman child,1.0
like take event feel give much context doesnt immediately regard russia big bad guy historical map showing changing nato influcence think really help explain russia sudden aggression dont know id say justified definitely clear picture situation feel,0.0
nato biggest terrorist organization world,2.0
meanwhile usanato suffocating cuba hati demolished iraq afghanistan libya installed coup yemen africa latin nation asian territory etc dont forget usanato gag whistle blower war crime,2.0
great video easy understand politics seem hard understand explained simple way explain case,1.0
always great documentary far best ukraine history seen youtube,1.0
filipino salute men chose stay fight country also colony spain america japan saw forebear change course philippine history fought freedom independence might russiaukraine war speaks volume country ongoing territorial dispute china dont stand claim right soon enough find hand acted upon cannot neutral situation act take side people suffering unfortunate event support ukraine behalf filipino people fought autonomy year salute,2.0
sanction new thought prayer u europe wont send troop help free ukraine russia take either put money mouth help ukraine real way shut watch putin take,1.0
voted joe biden bring back normalcy guess normal democrat high fuel price high inflation open border high crime rate china threatening taiwan north korea resumed nuclear weapon testing ukraine attacked russia joe biden still vice president harris administration thank voting normalcy,2.0
right putin baddest man earthhollywood lining make movie,0.0
question even werent influence russia would crimean civilian wanted secede ukraine go back russia like im thinking like back crimea annexation crimeans including ethnic korean happy,2.0
welll land go nuclear point might fcked,0.0
failed mention number time putin tried join nato eu rebuffed west want keep russia bad guy dont forget wheeling dealing u gain control ukraine one corrupt country world adrenachrome trafficking mass tunneling system money laundering putin doesnt want corruption coming russia facillitated nato,0.0
real explanation u imperialism v russia imperialism innocent ukrainian dying,1.0
putin told west several time ukraine option yet poke poke poke well,2.0
conveniently didnt mention west promised move nato east ussr dissolved putin way acceptable hey back cuban missile crisis u also reacted strongly towards potential threat poke putin cant handle responsibility let ukraine suffers,2.0
germany thought powerfull start ww wwbut know consequencesnow russia tried already know reault well,0.0
nato expansion cause,2.0
destroying ukraine save,1.0
excellent summary thank,1.0
didnt even mention budapest agreement ukraine russia,1.0
putin paper wrote put like imagine china canada became besties decided give territory right u boarder,2.0
nato didnt thing turkey turkey invaded northern cyprus call hypocrisy nato ally western people u ally profit eager help statement greek citizen thanks,2.0
russia belarus syria north korea eritrea venezuela realy together im surprised theyre bunch dictator new hitler modern era china im surprised disappointed little hope would liberal fair country hide dictatorship abstaining,2.0
cut russia everyone fend need rest world feel sorry russian citizen ukrainian citizen,1.0
prayer ukraine putin madman ukraine putting incredible fight hope win deserve retain independence,1.0
thank saying putin pointing russian didnt choose war didnt choose either hurt see russia russian putin news title know russian dont want war russia independent medium danger destruction im glad trustworthy representation thats going recently upd support want separate putin russian russian support putin support war war truly destructive unjustified didnt claim justified,2.0
dont know taiwan watching closely,1.0
first time disagree vox politician nowadays understand game player continue soviet union u coexisted cold war resisting depending foe western leader trying eliminate russian politically militarily expanding nato towards russia border putin fight back choice world need balanced natomainly u must downplay influence within europe hand eu must get rid us control take wheel order restore balance u crossed line thats,2.0
time alive,2.0
vox video best descriptive detailed concise wellspoken,0.0
medium start ukraine story kiev ru,1.0
dont see black video,2.0
sent ukraine dear friend lot love abundance miracle god almighty must stand still foot believe god punish enemy youre always prayer,0.0
educating thank team people made video possible,0.0
god horrible,2.0
weve good none u experience since ww way world always operated since dawn man nothing new,2.0
dont support war ask real reason putin making push assuming nato enemy state looking geographical landscape ukraine within east european plain see putin would take measure late regime also worth mentioning large amount natural gas field extracted yet ukraine dont technology extract without help big oil company natural gas one russia largest export ukraine find way extract sell would damage russia monopoly resource,1.0
nato like hot guy everyone attracted russian warsaw jealous bf,2.0
indian government strong russia would take back kashmir pok easily,1.0
putin plan get nato backdoor make absolutely sense taking ukraine new closest border poland actual nato member pushing country speed nato application invasion resulted polar opposite original goal,1.0
skipped entire year,2.0
adequate reason destroy everyday life common citizen convinced complete eradication ukraine justified need go,2.0
shame blowing woman child sleeping way instead war loved russia heard lot history russia believe peace country dad went war kid germany shipped poland finally found way canada never met known real dad,1.0
without help u ukraine become another iraq,0.0
nato provoked silenced,2.0
first time seriously doubt u anything,1.0
zelenskyy go one greatest world leader ever,0.0
troop gonna go ukraine russia gonna bomb u smh,2.0
everyone guaranteed security especially experience colonizing slaving group let truth come behind conflict turning real war,1.0
correction europe largest war since world war yugoslavian crisis video sum pretty well history behind russia invasion even though complicated thanks video,2.0
usa always real instigator,1.0
good chief keef way rn gon,1.0
europe largest war since wwii cry yugoslavian,1.0
dont worry guy special military operation world war,1.0
informative objective good work,1.0
war politician give ammunition rich give food poor give child war politician get back leftover ammunition rich grow food poor search graf child serbian saying,1.0
bank stop tank total sanction immediately,1.0
wont lie ukraine part russia like hong kong part china ur u cant reclaim back force divide people,1.0
europe largest war since wwii im pretty sure yugoslav war contender,1.0
wish discussion pipeline running europe russia ukraine play well gas reserve crimea energy seems like important part story russia care ukraine beyond vague threat encirclement nato,1.0
see russia want ukraine first easily set aone border keep advancing take back country arent anything russia greedy,1.0
europe largest war since world war forgetting yugoslaviankosovo war mean hundred thousand people died right,1.0
putin underestimated ukraine,1.0
getting ruble back could would give back marble lost head,1.0
report lack fundamental conflict let forget abm treaty u abandoned ukraine become privatized state eastern europe mean shitload corruption,1.0
zelensky want independence want join eu open border funneling million refugee mainly middle east eu going people wiping european christian culture former soviet state need detach nato bring back liberty freedom independence enjoyed soviet took control nato eu need withdraw former soviet state along russia give freedom neutral side way peace harmony bustling trade flourish russia abide guarantee provided party agreement dont cause mischief stealth problem nato remember million russian died hand soviet state,1.0
dont ever took president comedian peopleuraaa,1.0
mean actually nato responsible,1.0
thank covering one side story missing deploying usa melitary weapon russain bordar provok th war missing thehypocrisies like cuban missile crisis welcoming ukraine refugee thrashing one fleeing middle east,1.0
putin v ignorance world cant fight world,1.0
definition putin satons soldier,1.0
pray support nation suffer neo imperialisme ukraine palestinepeace,1.0
war happened president ukraine said afraid anything still blaming putin war president ukraine supported israeli occupation palestinian land feel like palestine,1.0
reminds europeusa invaded iraq support war poor kidsbabies occupied palestine peace please,1.0
nato may liberate russian people psychopathic murderer every day putin becomes embolden take ukrainian life destroy property must held accountable international war crime tribunal court syrian appalling genocide million syrian,1.0
nato please stop expanding people suffer,1.0
funny vox call ukraine part europe soviet union,1.0
wish world reacted palestine guy allow israel invade palestine shouted russia claiming independence donetsk luhansk,1.0
still using mask protecting cov take even breathe moment later,1.0
xi jinping enemy meet enemy narrow road brave win word criticizes west afraid nothing militarily showing nuclear card trump able subdue enemy encounter enemy narrow road case reckless action restore peace,1.0
russia incomparable war crime west commited information warfare ever since cold war,1.0
big ballon inside air,1.0
yahwhile u nato destroyiraqsyria afghanistanlibyawhats difference dudeisrael kill palestinian civilian whats thatwhos barbaric,1.0
need provide additional tactical assistance ukraine order save civilian life importantly child russia prevail,1.0
fair people work live make everything possible economy work mean million jumping one person order going hard live imo always thought war two side hated people like neighbor family split theyre probably related one way another common sense tell,1.0
indonesian stand russia,1.0
putin russian hitler banish de world,1.0
whats wrong pulling back nato longer need giant military least moving away thing nowadays cyber related let move past barbarian mentality get cyber ape beating chest deciding world fate,1.0
uk u eu shame blaming russia done across globe,1.0
wonder nato yugoslavia force,1.0
forgot tell ukraine coup suported cia,1.0
simply put ukraine shouldnt gone nato allianceas amazing membership one realist rather idealist looking geopolitics,1.0
created italy,1.0
good old day dictatators emperor getting assassinated,1.0
remove nato belong real reason,1.0
nato never anexed soviet country clearly provocation russia nato russia culpables war ukraine,1.0
think former ukraine president fled russia feeding putin conflict,1.0
youre trying tell overcome story instead show west isscared ukraine killed west talk big history repeating west seeing wrong done know liesyet wait talk talk talk russia know weakness called,1.0
atleast honest u nato want ukraine weaken russia placing nuke ukraine thing russia tried cuba back u went bay pig difference non western country invading another barbaric unacceptable nato blame stayed eastern europe,1.0
way eu nato egging ukraine president fight russia sinister thing seen,1.0
ukraine locked conflict killed thousand people thats funny way saying ukraine shelled death thousand separatist civilian,1.0
box last place id want get geopolitical lesson,1.0
west putin hitler ukraine join nato nato going build base ukraine imagine nato nuclear missile standing kilometre away moscow legally imagine next war happens usa russia hope never happens nato power level whole russian federation within minute case would putin probably he going protect russia path start decide putin hitler,1.0
special operation people ukraine tank rocket explosion shelling many civilian killed stop genocide lived well one offended u putler came started destroying everything,1.0
would u russia armed cuba nuke russia,1.0
russia special military operation ukraine american invasion american special military operation iraq american freedom fighter liberate iraq,1.0
guess nato bombing yugoslavia example european border redrawn force think nato showed shocked russia ok redraw border force dont think time ever thought russia would ever strong enough surprise,1.0
im trying gather information ive learned lot history ukraine russia lot source past week important go back year ago information well video slant certain way others ive seen video help see different perspective best everyone open minded hard know truth anymore,1.0
im putin,1.0
law attraction say people collective attracted war war ukrainian natzis russian natzis let natzis take people act like white must civilized being ive never met ukrainian russian crooked corrupt immoral unethical bad people negative energy negative vibe attracted war,1.0
people middle east country try fight back oppressor west always said terrorist west racist many aspect including helping people immigrant white christian europe west qualified protected,1.0
wait johnny harris ni longer handle atlas,1.0
general russia army conspire overthrow putin would support people nobody want ww except putin,1.0
time take putin military,1.0
russia stop nato,1.0
conclusion ukraine politic fault choose bad decision join nato russia feeling insecure touching border face face nato like still wrong,1.0
putin said next country attack finland turkey helping ukrain,1.0
real life lore explained much better,1.0
america wanted war nord stream pipe line cant continue,1.0
support putin war,1.0
putin attempting another genocide ukrainian people like rabbi ancestor,1.0
dont blame putin he trying protect country america going put nuke ukraine ukraine joined nato dont blame putin securing country,1.0
much antiwar neutral explanation reference usa backed ukraine coup crude civil right violation ukranian government separatist suspiciously missing,1.0
putin definitely wrong said wmd ukraine,1.0
war prevented nato doesnt accept ukraine understand people join,1.0
look much partial documentary,1.0
lead consequence never seen n history sound like man signed death warrant,1.0
sure unit war size croation war independence small affair,1.0
putin hosed let hope he stopped red button pushed,1.0
horrific whats happening country,1.0
great video bet useful lot people confused context war thank much content,1.0
ukrain speaks russian want english,1.0
really care im stoked right watched time understand,1.0
didnt really know war started guy expanded knowledge war start thank,1.0
anything nato become stronger time walk away like orange clown u wanted,1.0
india fully support russia condemns aggressive action nato ukraine,1.0
putin need taken,1.0
vox deliberately left crucial information ukraine refused sign last minute eu added last minute condition basically telling ukraine gov sanction corporation backer interest trained protestor shown directly refusal coup dtat,1.0
basically ukraine people asked war buy far foreign power sellout neighbor,1.0
remember russia want join nato rejected russia nato wouldve expanded even thats point lol,1.0
mention yugoslavia soviet influence,1.0
mandela barnes zero chance winning seat u senate,1.0
complete poo tin,1.0
see ukraine critical place conflict,1.0
lot gas resource well believe,1.0
good putin pakistani people,1.0
zelensky real man steel,1.0
world need realize wont stop ukraine move west,1.0
go ahead putin give feeling ukraine iraq america,1.0
never liked ukraine leader since trump say hed without aid get answer hunter biden,1.0
know usbacked coup ukraine watching neocon junkfood youd think nato hadnt ever committed crime atrocity magical freedomspreading magnificently humanitaryan existence shameless war propganda coming puke eurowestern camp capitalism incredibly sick selfsatisfied joke think save u big evil putin,1.0
also country standing russia usa invaded middle east ohh right west invade country west europe full racist always like one ukrainian saying blonde hair blue eyed european dying,1.0
took long enough,1.0
nobody want ukrainie join westmost video correct paranoiadesign demonize russian people,1.0
putin basically mass murderer fancy equipment,1.0
understood video american terrorist country world spreading terrorism whole world,1.0
nato blame hahaha expected,1.0
need nato stand putin russia army lay weapon jesus coming soon pray president ukraine people,1.0
putin rumored health problem real putin dying psychopath going including using nuke nothing lose family put away emergency private bunker somewhere hidden preparing much carnage destruction possible want make sure name remembered forever good bad world prepare nuke fall coming,1.0
yugoslav bombing split nation two,1.0
cramia nothing russian people russian military already therethis invasion city oddessa nothing russian people therehalf ukrainine russian people fed ukrinin corrup government ukrainien people also,1.0
he finna take ukraine moldova know happens,1.0
special military operation putin mocking usa nato used dozen time u justify special interest strike nato currently defines special operation military activity conducted specially designated organized trained equipped force manned selected personnel using unconventional tactic technique mode employment,1.0
russia betrayed everyone wondering smh,1.0
know get good yet serious veer vox uploads documentary period war like barely clicked second comment slava ukraini im viewing way arizona right walk back home buying grocery new supply study ukrainian tomorrow night along irish gaelic,1.0
zelensky joke nato main criminal accepted zelenskys ask join nato ukraine facing russia every right safe keep territory surroundingsfrom enemy,1.0
he willing take life better ready lose lot,1.0
putin really active devil,1.0
basically russia war nato ukraine even part nato suffering,1.0
russia doesnt control world largest nuclear arsenal usa,1.0
ww ww started europe ww started europe european leader seems like war least wont ww,1.0
get putin doesnt want nato get big near would make sense threat invasion nato would exist,1.0
long live ukraine philippine,1.0
putin doesnt want ukraine join nato think reasonable joined would anti russia military force right boarder even finland doesnt want mess joining think people especially ukrainian people small country learn singapore taking side thats putin asked well dont take side course would shown west medium,1.0
russia never created ukraine putin claim fact ukraine kievan ru existed long russia even created,1.0
vox conveniently leave putin interest joining nato upon taking office nato subsequent sidelining needed boogie man could continue exist alliance leave putin expression interest allying west leave bucharest summit declaration nato bush guidance invite ukraine west fold leave german french leader hesitancy invitation leave russia intent assist war terror leave clear declaration expanding ukraine georgia seen clear provocation encroach upon sphere influence would destabilise region,1.0
female cry dont fight russian flee fight like french ww,1.0
thank much video vox,1.0
data heavy west perspective earn peace u want talk east back nato border case stop war today,1.0
israel taken palestinian land daily dont guy say anything america nado dont stop,1.0
thank great video,1.0
pathetically sad went thorough whole cold war without needing alert nato starting war,1.0
sanction wonder ww post germany,1.0
europe largest war since ww trying dispute yugoslav war,1.0
italyly,1.0
mention minsk agreement,1.0
putin made pariah russian people dont know theyll recover special military operation meanwhile ukraine civilian suffering totally unwarranted attack men woman child feel like world oneway trip chaos first pandemic russia threatening nato member fear retaliate help ukraine well plunged world war,1.0
genuine question west people ukraine recognise sovereignty territorial integrity ukraine demand join european union call region donetsk luhansk separatist region even though prorussian want integration russia west support ukraine integration natoeu well support integration donetsk luhansk crimea russia ukraine part russiaussr well gained independence people want integration ukraine westeu similarly demand region luhanskdonestskcrimea join russian nation completely prorussian,1.0
europe largest war since world war everyone forget yugoslavia,1.0
miss detials information,1.0
bidens war ukraine old strategy manufacturing war internal government popularity low,1.0
usnatos fault war,1.0
finally explaination ive waiting thank vox,1.0
f mentioning moldova good journalism negligible country one first hybrid war victim putin shame vox,1.0
billionaire around world make putin marked man putin caused lose lot money,1.0
wellexplained,1.0
dear respected president putin ukraine part ussr one kindness forgiveness powerful always pay long run powerful man asia europe combined please kind well,1.0
thing reshaping map political alliance historically violent,1.0
reuters report putin amended russia constitution enable rule agent meddled u election poisoned individual foreign soil state department called corruption coerced abortion extrajudicial killing lgbt people wall street stuck around maybe time different,1.0
oh thank goodness vox explained war u,1.0
take two tango big bos behind global democracy movement even doesnt democratic system modified democracy system socalled representative democracy make people easier control,1.0
ukrainie corrupt backwards eu would made member would leave ukrainie one daythese people rush make anything build anythingonly want solve problem buy going eucompare far poland advanced compared ukrainie,1.0
threat nuclear weapon sends chill spine,1.0
usa broke ussr thats started problem area west democratic ww big lie ww uk alone enslaved eastern country always considered hero west western hypocrisy root cause problem uk u eu nato intervention make thing worse,1.0
story putin icon evil thats obvious common sense anyone brain one loose perspective west done even worst thing recent past iraq lybia serbia cynical western leader think right talk hte ukraine invasion disgusting putin,1.0
waited soo long,1.0
putin see existential threat solved see,1.0
finally video waiting,1.0
pukin lose,1.0
could possibly licked nato boot harder maaaann anyone else buying nato western imperialist narrative,1.0
fact russia attacked closest slavic cousin ensures russia state long world crumble putin,1.0
march nd timely introductory video vox,1.0
someone oversimplified basically ukraine russia relationship broke ukraine wanted move russia clingy ex wont let go move,1.0
putin clear said nato expand east rite side defend nation nato,1.0
even balkan make sick hear nice peaceful europe since ww,1.0
also conveniently forgot mention western promise expabd beyond elbe fact demonstrated memo unearthed german news agency colour revolution turned coup ukraine behest supported usa installed u friendly regime place neutral democratically elected government fact supported photographic audio evidence failed colour revolution belarus sought depost murder elected president short video news shameless collection lie,1.0
ohhh almighty god put earthquakeanywhere putin go till stop war god knew one stop putinexcept u god,1.0
detailed info video said putin demanded nato stop expanding move border back would mean kicking country already nato two different thing demanding nato stop expansion moving back two different thing source second demand,1.0
exactly saddan hussain claimed invaded country kuwait back claimed kuwait always belonged iraq,1.0
system become corrupt putin must stop minsk agreement likely reason genocide accusation well mass graf ukrainian president wont allow men leave offer weapon donated nato westerneuropean nation need stay late,1.0
putin made mistake war wouldnt put past turn whole thing plus russia west losing nationhood russia retaining nationhood positive,1.0
well summarised informative wont uneducated kid ask question people killing europeso sad,1.0
ya know really scare im afraid invasion poland ever really learn history,1.0
usa pray ukrainian everything work move mountain hope u,1.0
well done explaining situation neutral way appreciate,1.0
say largest war since ww mean thing happening middle east war,1.0
love guy called putin war cause thats exactly isnt choice russian people made government,1.0
video good there real explanation russia invaded ukraine,1.0
ussr national anthem meme forever gone,1.0
blair worse putin given highest honour western hypocrisy,1.0
ty great videosharing kid,1.0
ukraine fight,1.0
bother keep saying naydow pronounced naytoe,1.0
fool think get right minute,1.0
sad see ukraine invasion like nato un afghanistan iraq syria palestine invaded west ally attitude presented west hypocritical,1.0
war nice,1.0
mean bad thats war happening west leader say putin barbaric mean really see who talking western nation colonised threw nuclear bomb condemning russia,1.0
putin want restore soviet union know wont stopped long nuclear weapon,1.0
video explain putin lunacy stand people ukraine new age hitler slava ukraine,1.0
explained one worst medium outsources planet real reason russia suicidal want end world want everything burned cant reasoned bring evil,1.0
man clearest explanation yet good job guy,1.0
united state would exact thing worse russia position right,1.0
dont see russia invaded eastern part russian speaking part ukraine ground operation west ukranian speaker live another land grab like donetsk crimea dont think ever intended occupy whole country could,1.0
war specifically get attention war,1.0
war war russia killed ukrainian inocent people israel killed inocent gaza people america killed iraqi inocent people peace war war war,1.0
watch pls go rt documentary draw conclusion always important check different county defender,1.0
forgot mention bombing separatist region ukraine past eight year good job informative,1.0
america syria iraq afghanvietnam done russia ukraine iraqsyria dont give time people escape continuesly blindly bombing day europe say dont accept white speaks aboutmorality russia atleast give warning common people dont actually deploy heavy weapon heavy airstrike devastate kyiv one dayactually giving time people move awayamerica creates problem whats point nato expand russia doorstep communism existas indian well aware billion worth weapon america leave afghan purposewhich gift pakisthan keep terrorism going onactually afghan actually poor people america creates terrorism always create problem middle east asian country america attack region name peace keeping anti terrorism loot resource like oil mineral leave terrorism wepons keep tensionsin situation also america clear ukraine added natobut america keep cheerup selensky forcing putin invasion,1.0
correction say nato brought russia border first time estonia latvia lithuania joined nato thats inaccurate norway share small border russia nato since significant marked first time former soviet republic russia border joined nato,1.0
scorpionswind change,1.0
putin know ukraine stuck middle nato russia hope smart enough know invasion one nato county would mean wwiii due article,1.0
many reason play location safety oil russia nation largest oil reservoir world outside saudi arabia also lead world natural gas exportation far however ukraine nd largest petro state europe behind russia thats russia also spending billion dollar year supply freshwater crimea crimea joined warsaw pact instead nato ukraine halted peninsula fresh water supply dnieper river placing cemented blockade million citizen residing crimea simferopol reservoir le full even russia built billion dollar bridge mainland crimea water supplied across kerch strait effort seemingly vain crimea continues get worse climate change thats ukraine also first line defense attack nato russia cold war enemy north european plain narrow defendable coming north germany plain expands drastically approach ural plain make relatively impossible russia defend ukraine sided russia western nation nato would time strategize defend even attack especially feel nato hostile aggressor thats russia also lowest birth rate europe far downward trajectory continues soon russia wont enough manpower defend attack west russia world nd strongest military america easily thwart attack country individual basis war entire nato impossible win ever begin nato might military putin making move ukraine time attempt join nato put putin feel russia warsaw pact grave danger cold war never ended calm managed politics russia invaded georgia occupied abkhazia south ossetia solidified de facto independence possibly happen ukraine russia simply occupy donbas region entire nation donetsk luhansk already gone time tell thats sending many prayer blessing optimistic thinking ukrainian belarusian well know extraordinarily difficult time feel stuck middle much love peace prosperity,1.0
sound like start american civil bleeding ukraine tug war,1.0
know get celebrity could hire people u go help fight,1.0
let god arise enemy b scattered,1.0
ucker prevent signing nato,1.0
wont use nuke know would death sentence probably whole world definitely russia every country planet launch towards russia he puffing chest scare thought wrong move part russia germany ww one missile go nato border wrap,1.0
ukrainian men trained happen,1.0
forget u invasion iraq also special operation back every reason reminds something russia exactly thing usa done many time exactly thing,1.0
youre going ignore fact black refugee cant get europe ukranian youre video portrays western leader defender peace conflict show racist ideology dont need make list country u backed country like israel invading decade without substantial international attention asylum seeker,1.0
huh russia saying ukraine belongs russia belonged sound kinda familiar doesnt,1.0
make sense knowing think going end badly earth unfortunately,1.0
albania warsaw pact,1.0
nato aggression caused conflict,1.0
best video putin war far,1.0
western world waiting havent putin overthrown better yet assassinated realize sanction wont stop,1.0
feel like didnt attempt rationalize putin side paint picture almost reason,1.0
putin please pray,1.0
best explanation far,1.0
short russian want cousin back ukraine want independence russia,1.0
tldr nato happy use ukraine proxy fight russia last ukrainian,1.0
using putin twisted logic england claim ireland part empire year,1.0
jump clean,1.0
think itif ukraine nato territory righhtfully try retake crimea russia try anything nato gang russia,1.0
ukrainian child soldier documentary isnt war crime,1.0
russia right ukraine russia culture people ukrainian russian original came family america birthish want make war brother,1.0
scary putin say whoever try stop u know russia response immediate consequence never seen mind someone like start loose power get everybody loose mind able use nuclear bomb cant believe happening real,1.0
imagine uk like want america back invaded thats whats happening terrible,1.0
mention minsk accord quite odd leave given significance whats happening,1.0
similar u civil war north south south want independence got defeated much politics,1.0
want romania well lot local romanian corrupt people want sabotage next election favor trying get romania eu nato,1.0
think successfully,1.0
cant believe still biggest evil,1.0
vastly incomplete information border disinformation never watching channel,1.0
garbage video doesnt show nuance depth,1.0
war still yemencan get insight war usa bombing yemen,1.0
backfired putin face belarus putin gotten entire european continent support ukraine even turkey greece hate united russia turkey doesnt want sanction russian economy going toilet sanction hitting oligarch hit property like yacht vacation home penthouse etc cant business little sanction putin reputation built year gone toilet,1.0
dont believe lying far left totalitarian state run medium ill rather hear independent medium people research please happened covid anyway isnt mass spreading event,1.0
funny one talking russian hyper sonic war head nuke pointed u right reach space speed cannot shot control space enter target earth,1.0
im happy go get central bank elite using ukrainian people shield,1.0
hail great president putin,1.0
make video people starting care something worse happening middle east far longer,1.0
ukraine turkeyus next,1.0
looked putin shame completely lost mind really regret pray ukraine,1.0
dead seen end warplato,1.0
think expect afghanstyle resistance ukrainian kidding doubt courage sustain kind guerrilla warfare need sanctuary geography ukraine lend far see map absolutely,1.0
need show iq,1.0
putin message russian hitler german make germany great easy forget easy fall,1.0
reallifelore better first,1.0
im usa dis business care hope everything alright stop,1.0
europe largest war since wwii bout yugoslav war,1.0
meant gas reserve right,1.0
putin blamed nato especially u well said ukraine want join nato eu kremia donbas nato simply left little choice russia choose mention trying make war worse possible mean,1.0
there hypocrisy video,1.0
helpful video nato russia border beginning norway founding member nato border russia,1.0
one small note democracy wasnt garantee nato portugal one founding member right wing dictatorship year earlier week national mourning death hitler yeah,1.0
allexboyfriend issue,1.0
putin reason justify invasion ukraine slaughter innocent civilian putin hitler st century,1.0
dont understand point gained taking ukraine ukraine th area russia adding considerable amount map putin basically saying let start war peanutsi dont understand,1.0
like buffer country nato like buffer country unless thet warlord want war,1.0
thank informative,1.0
kinda look like war u russia ukraine victim u also want ukraine join nato put missile troop russian doorstep,1.0
