Comment,Like,Dislike
"Why is it not mentioned here that Russia was surrounded literally by NATO forces?
Why is it not mentioned here that Russia was invaded in world war 2 twice using Ukraine?",1,0
"if palestenian pick a weapon and defence it country NATO said them terrist ,but ukranian are amercan and NATO hero",1,0
Just evil 😈 nothing more,0,0
"This is just reversed repeatation of Cuban missile crisis, only thing is russia has preemptively attacked in its defence before it's too late",2,0
Oh Man You and Your Chaneel are totaly Westren Porpaganda chaneels toalyy showing one side of story,2,0
"So basically the NATO ignites the conflict between Russia and Ukraine and now they give Ukraine weapons to fight for them? Lol, smart move by NATO gotta say.",12,0
Russia 🇷🇺 ...,2,0
"Ukraine is Russia.
That's all!",1,0
"Poorly made and researched video, disappointing from vox .",3,0
2022,0,0
What about NATO not honouring the agreement of not expanding NATO into eastern European countries??,7,0
Pretty sure Russia is paying these Indian bots/scammers commenting,1,0
"WHERE is the bodies....?  Don´t believe what you see in the Ukraina,this is no war.",0,0
Anyways I don't trust western media,2,0
I feel a bit unhappy i wonder how people would feel if they had a chinese or russian or iranian military alliance on their borders and other neighbours thinking of joining that border,2,0
"Why don't you make a documentary on how Russia tryied to implement missiles in Cuba and what happened, and then with your critical thinking, please explain to everyone why Russia should allow for USA to place missiles at their borders ? Except if you are saying that Cuba was in NATO or a USA protectorate.",2,0
Slava Ukraini!,1,0
missing some key points.....,0,0
Russia ❣️🇷🇺,0,0
"The Americans wanted to invade Cuba for nuclear missiles.  Why shouldn't Russia do the same, especially since the land west of Russia is simple for everyone who wants to conquer and occupy, unlike eastern Russia?  If America has the right to defend its interests as well as the right of the whole world, everyone does so sympathetically to the Ukrainians, but sympathy diminishes if the person who invades is an American.",0,0
"Putin you will never live this down, the world just sees you as the murderer of civilians and children. Stop the war.",1,0
SLAVA UKRAINI!,1,0
Yugoslav wars are still bigger than UKR-RUS war.  So its the second biggest war since ww2,0,0
Is it right though for eu us and other nations to interfere,0,0
Love you putin love ❤  love you rassian pepole and army,0,0
Russia does not have the largest nuclear arsenal.  By a long margin the USA has the largest and the most ways to deliver them. Some basic fact checking would be good before scripts are read.,0,0
"Shame to be a Chinese, my government turned a blind eye to this evil war.",1,0
"I wonder how the US would have reacted if Russia was initiating a plan that would ultimately result in putting missiles on the US Mexico boarder?!!?! The Cuban missile crisis was a threat to US security but this isn’t a threat to Russia.
Just like the US had no right to tell Cuba not to allow the soviets in, Russia reserves the same right to security!",0,0
The greatest war since the second world war? WHAT ABOUT THE BALKAN WARS?! How can those atrocities and sad events be downplayed so much. Just a shame.,0,0
"Nobody bats eye when it's palestine and other Middle east nation.

But if it's white people nation like ukraine, media: let's blow this up.",0,0
Русские против войны!,1,0
Most of usual Russians doesn't support Putin and this terrible war.,0,0
can we talk bout palestine now?,0,0
Fug russia,1,0
Putin and Lions can't be vegetarians. Porcupines and Hyenas fight lions back. Gazelles don't. NATO has no spine.,0,0
I hope good days for them. That's so sad what's happening in Ukraine. My heart is with Ukrainians. There's nothing worst than a full scale war. But it doesn't remain the same. Putin will be paying for his sinister mind. We should see the most intense sanctions and repercussions for Putin and Russian Autocracy.,1,0
"Why does NATO have to put missiles in front of the Russian border? And why should Russia let them do it? Would America let Russia put some army and missiles in front American border?
I do not support this war but I think the main culprit is NATO.",2,0
Lot a one way sight,0,0
Go 🇷🇺 we support 🇺🇸 🇺🇸 🇺🇸,0,0
"War has not even begun yet.
In my opinion things will escalate more within the next few weeks. Russia mayb use tactical nukes.",0,0
You forgot to mansion the Budapest Memorandum.,0,0
How can you not mention oil & gas in all of this?,0,0
Europe wants that oil in the Black Sea and Sea of Azov,0,0
Why didn't Ukraine just recognise the Donbas & Crimea as Russian and cede the territory? Didn't they do a referendum there and like 90% of the population wanted to be Russian?,1,0
Russians support your country and Putin he is so correct.,0,0
Been waiting for this video,0,0
World against putin,1,0
Good Job Russia let's go,0,0
Am I the only one that think this video didn't actually explain anything 🤣,0,0
Putin is finished,1,0
Imagine Ukraine being divided into two. West Urkaine and East Ukraine lol much like North Korean and South Korea,0,0
"Basically this video proves ukrain was never a country. Ukrain was always part of Russia. It’s European Union , and nato planning to harass Russia.",0,0
Been waiting on Vox to speak on the matter! They never miss,0,0
I kinda understand both sides situations but what really is the casualty here is the innocent people who suffers the most.,0,0
"The west is the main aggressor!! You have agreement not to expand nato but you deceived and encircled russia.... after you left afghanistan then you go to east in russia doorstep!!!!... u.s remember yr the first country who use nuclear weapons!!! Destroy country like iraq, libya, and put sanctions....  russia will not hesitate to throw nuclear bombs in europe... ww3 will start in near future...!!!",0,0
Those protesters in Russian big cities are true heroes.,1,0
It's like playing the game Risk.,1,0
ive been waiting vox ! its not fully explained until u guys explain it ❤️,0,0
Kremlin will win this war . NATO and USA has made biggest mistake ever that disturb Kremlin. We support Kremlin 🇷🇺,0,0
"You know this leaves out the fact NATO had talks with Gorbachev in 1990-91 where they guaranteed that NATO wouldn't expand to the east after Germany was given western independence, as shown by the leaked American, British, French, and German documents.",11,0
Putin can't get away with this come on,0,0
"Ukraine had a choice not to become a lapdog of NATO and USA. Why west has  rejected Russian proposal of not expanding NATO to Ukraine. 
They left no choice for Putin. This war is on West, America and Israel. Not on Russia.",1,0
🇷🇺🇷🇺❤️,0,0
"You forgot to mention that Ukranian Neonazis were responsible for the killing during the protests AND during the conflict in Donbass. Putin asked for help many times and he was ignored. YES, this invasion is terrible and it needs a diplomatic solution. But dont ignored that NATO and EU were partially responsible for this. They kept pushing Russia to the limit. How would the US react if suddenly Russia decided to ""expand"" to Mexico, Cuba or Canada, they wouldnt like that.",0,0
"Everyone is anti-American until a crisis happens. Then people ask ""Where are the Americans? Why don't they step in and do something?"" I'm Canadian and guilty of this myself.",1,0
"On May 31, 1997 a Treat of Friendship was signed by Ukraine President Leonid Kuchma and Boris Yeltsin. Russia must never invade Ukraine. I stand with Ukraine.",0,0
Just settle in chess match mr putin,0,0
I want to wake up from this nightmare.,0,0
"BRAVO MR PUTIN. BRAVO RUSIA TO DEFEND YOUR TERRIRORY FROM ARROGAN NATO DAN FRIEND.. JUST SURRENDER UKRAINE.. RUSIA WILL KEEP SAFE ALL UKRAINE CIVILIAN..  URRAAH, WE BELIEVE RUSIA AND CHECHNYA 🇷🇺",1,0
"I think you should have mentioned that this is, once again, a war for control over natural resources, oil, gas, pipelines and access. If Ukraine were to start extracting the oils and gases they sit on, western Europe would likely stop buying from Russia. It's the gas western Europe imports from Russia that is very important in this conflict, unfortunately...",1,0
Way too simplistic and rushed at the end. It hardly talks about the evil maniac behind this invasion. You can't explain Putin's war and not go in depth about him.,0,0
"The US and British, in the name of liberation committed barbaric and hideous crimes in history. Iraq, Afghanistan, vietnam and Britisher in the name of queen almost conquered the world yet they are still called as the greatest countries in the world.",0,0
"World shaping 
First COVID now this war 
This is the decade of roll over new super powers will emerge after this war.",0,0
Yes he is right one people  one country  it's the west  the cause  of every  disaster  .,0,0
"what's the current situation of crimea compared to Afghanistan, libya, Iraq, syria?",0,0
ни слова про Донбасс),0,0
"""NAYDO""",2,0
"There can be no forgiveness for his bandit crimes against humanity, his mental disorders are no mitigating circumstance.",2,0
"Your time line is extremely inaccurate! You suggest that the annexation of Crimea and the proclamation of independence of the Donetsk and Luhansk regions took place at the same time. In fact, the proclamation of independence of the regions by Russia took place one day before their invasion of Ukraine. While the annexation of Crimea already took place in 2014.",1,0
Everyone who protests should instead go to the front line and protect Ukraine.,1,0
"why not telling as well the side of russia? if Ukraine become a member of NATo, Russian economy will collapse  because Russia rely only on it's oil that sold mostly in Europe and Ukraine is one of it's way to for russia's road. Russia is only depending  there people for the future and NATO should also keep that in mind.
NATO is the main reason why this war is happening in the first place.",0,0
Come on Russia 🇷🇺💪,1,0
God bless ukraine!,1,0
"Can't wait to come back to this in 10 years to see: ""Who's here in 2032 😻🥰""",0,0
"Usa invaded Afghanistan, Syria, Iraq n a few more countries in the past too. No one sanctioned them n their media swept it under the carpet beautifully..",0,0
"Put in doesn't control the world's largest nuke arsenal, 'Murica does.",0,0
"And nobody's talking about Yemen, Palestine, and Libya.",0,0
But not ONE word about the war on his own peolpe in the last 8 years......not one word about the Azov Regime. Not one word how the clown Zelensky silenced the opposition.,0,0
Why the world never act like this when Israel attack Palestine?,0,0
The king of Europe 👍,1,0
Theres a few disputes here crimea being one of them,0,0
Why would he need even more land if the land he owns is half empty?!,0,0
"We couldn’t care less, western hypocrisy.",0,0
It is NO coincidence that Putin started physical invasion on the 24th. 24th of February is the Independce day of Estonia former soviet country. The first Independce day after Olympics.,5,0
The only country to join nato is russia than what will happen will nato expand I don't think soo maybe they will find some one else to stand against!!! aah this goes on forever ....,0,0
Ukrain clown president begs for civilian to join the war is wrong move,1,0
"This is completely US's fault, stop expanding NATO. It would be unacceptable by Russia that the NATO warheads are right on its doorstep.  For Ukraine their president should surrender and stop sending its citizens to the front of the war to save his seat. It is incorrect and unfair.",0,0
I was waiting for vox to upload this video,0,0
"The problem is Ukraine is not one nation despite being a soberaing state. There is a major Russian population living there, and Russian is an official language too. In the Baltic States like Estonian for instance, the Russian population even have no civil rights like voting and that's what makes them be Estonian and not be under the Russian orbit. The problem is not that Russia wants to expand their territory, they don't want that the USA expands his with the NATO which was an agreement they made",0,0
"Anybody else notice a lot of pro Russian comments from very generic English named accounts here?? Very suspicious if you ask me. Stay alert people, remember nobody on the Internet is who they say they are!",2,0
"At 0:59 you made the map of Kosovo, Bosnia and Herzegovina and Serbia like they are one country...???????????",0,0
I'm studying for Civil services & if there is a time to pick sides we(Indians) definitely choose Russia.,0,0
"If you think with neutral perspective, Putin's demands are right and valid. Ukraine wouldn't have suffered if US wouldn't have shown it lollipop 🍭 of NATO. Ukraine just had to say that we won't think of joining NATO (maybe for next 50 years).  Things would have cooled down automatically without bloodshed.",0,0
"Everyone pities Ukraine, but for some reason no one has ever regretted the inhabitants of Donbass, who were shelled for 8 years. Although I am against the war",12,0
Putin Is a muderef,0,0
"""I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones"".",1,0
If Russia wanted to place Military Bases near the Us people would go nuts,0,0
He’s as bad as the monster who killed fifty million of his countrymen in WW2 .,1,0
America is to blame for this war. Putin must not stop because the comedian was warned about the red line,1,0
"To really explain Putin's claims, you should have gone back way earlier, to Kiyvskaya Rus.",0,0
Should have just invited Russia to NATO,0,0
"VOX : Largest war since WWII

Balkans: 👋  Hello",2,0
"Its time europeans should accept that war was never about Religion, education and literacy among parties.
It was always about hunger for power, land and strategic points.beacause of which previous world wars took place only in Europe.",1,0
Russians are more humble than the west.,0,0
Do a story on why they're not letting black an brown people leave 🤷🏾‍♂️,0,0
I guess this how people felt during 1939 around the world.,0,0
"Wow, you skipped a lot of information.",0,0
No mention of how the US drove the coup in 2014?,0,0
Small man syndrome,0,0
"Excellent primer, thank you!",0,0
I think this crisis will end after nuclear strike,0,0
Can’t Russia just admit they want all of Europe?,0,0
Wasnt the Yugoslavia war the Largest war after WW2?,0,0
European countries won't assist Ukraine because Covid has crippled the world. Russia was wise to attack when the world was recovering economically speaking,1,0
A very watered down narrative with alot of redactions.,0,0
That's what happens when you poke the Almighty Bear 🐻. RIP UKRAINE🇺🇦,0,0
"the video contains a lot of speculation. Right at the beginning it says that Putin ""wants to redraw Europe's map"". This could be true, but we don't know. Please stick to the facts we know.",1,0
Child murderer.,0,0
"‘Fun’ fact: Russia owns 30 ‘Poseidon’ nuclear bombs, which have 4 times the power of the Tzar Bomba, and are located under water. They can be detonated to create a 500 (!) meter high RADIOACTIVE tsunami. Hope this doomsday weapon never gets used…",1,0
Russia stole so much land from China......it's time for the Chinese to take it back!,0,0
NATO got too aggressive. Russia lashed out in fear.,1,0
this is so fasist two mega powers are going to eat up ukraine,0,0
Waiting for Liberal Vox to expose the racism faced by people of colour form the hands of Ukrainians,2,0
"I think  VOX forgot the 1990-91 agreement between NATO, USA and Russia that they will not expand to the East which is close to RUSSIA but NATO failed to adhere to their side of the agreement ... I That is the core source of this invasion.. but I think Russia could have chosen another way to deal with the situation, I remember Putin raised this issue many many times at UN meeting, conferences but NATO pretend not to hear.... If there is somebody to blame, then it NATO and USA",0,0
"4:34 The Ukrainian president killed those protesters, interesting. The strange thing is that snipers—till this day of unknown origin—killed both, protesters and Ukrainian police, as if they were interested in escalating the conflict. So, the situation is a bit more complicated than presented here. Also some of the ""peaceful"" protesters were armed with weapons funded by the US.",7,0
"NATO should not have aggravated the expansion in eastern Europe,this would have never been a problem,Washington and the EU needs to reflect on the underlying situation more thoroughly",14,0
American is the main reason behind this war,0,0
Love the western hypocrisy ... Countries which invaded every non white region and looted it killing hundred of millions in the process have the guts to talk about barbaric moves... Kudos to the WEST,2,0
🇺🇦🇺🇦,0,0
And we say Putin is expanding empire.... Looks much the opposite from where I am standing. Nato is just the same as a shell company for the rich. Allowing the west to expand empire without it being attached to any particular nation (US/UK)....,1,0
"We don’t always appreciate our freedom, our ability to have choice, until an authoritarian dictator dares to invade our homeland and threatens to remove our democracy. Then we rise up to defend one another’s right to live in peace with our freedom of choice and fight like never before to chase out those marauders who would otherwise destroy our lives and our children’s lives.
Putin will never win in Ukraine, the people don’t want him or his darkness. They will not give up on their freedom or the democracy that gives them that freedom. Putin’s inhumane action in Ukraine will see him and Russia severely punished.
The Belarusian people have had their democracy stolen by Lukashenko, it will not remain stolen for long, Lukashenko will join Putin in an ending that was previously experienced by Romania’s last dictator, Nicolae Ceaușescu.
Slava Ukraini 🇺🇦",1,0
"There has been a tsunami of low-information defense of Putin out of people's grievances with the US or NATO.
This is a mistake. A legitimate or illegitimate concern about American history is not a valid reason to dismiss Ukrainian loss of life and sovereignty. (Just look at the Chinese internet and their US victim-hood chatter and praise of Putin)
Also, expansion of NATO and EU where not hostile to Russia. East Europe doesn't need Putin's permission to associate with other countries who they identify with. The Cuban missile crisis comparisons make little sense when properly viewed in context of the Cold War / 21st century. The 'NATO expansion' excuse is based on lies and misrepresentation.",2,0
PUT IN the army.😋😂,0,0
Western lies. This not the largest Europe's war since WWII. It was when NATO leveled Yugoslavia.,1,0
And people in roblox profit off of it. Yikes.,0,0
"This barely explains anything and is didn't talk once about gas, which should be a central theme to why and how the invasion is possible and how sanctions can still be increased.",0,0
Thanks for explaining the background for that. Makes it easier to understand,2,0
🌹🇸🇦🤝🇺🇦🌹,2,0
military aid XD more like selling and make profit 🤑,0,0
"""2nd biggest war after WW2""... Well, Yugoslavia was probably a video game or something",0,0
"Talk about the racism as well, racism doesn't sleep, afro students denied entry into neighbouring countries...... DL said it better "" WAR WITHIN A WAR""",1,0
"Can You do one video like this for Kosovo, same thing Putin does now to Ukraine  NATO, America and Albania are doing in Kosovo for 20 years. NATO alliance bombarded Belgrade in 1999. because former Serbian government didn't want to sign independence for Kosovo, which was taken away by force over the years, thousands of Serbian civilians died. Serbia couldn't defend. It is not fair to judge Putin when all of them are still doing it on Kosovo. Don't You think?",0,0
"Please provide them weapons as much as needful, its humanitarian effort 
providing Ukraine weapons is humanitarian effort, its a one of real bad 
catastrophe when there are any kind of catastrophe all the world provide
 what ever is necessary now in this particular terrible bad situation 
Ukraine really badly so much in need of weapons so whole world should 
provide them weapons and donate some money too Ukraine donation relief 
fund should also be available world leader and leading Nations should 
really help Ukraine with weapons otherwise it is very injusticeful",1,0
"Remember,  The Ukrainian people call their Capital Keev, not Keif.",1,0
"why is no one talking about the irrelevance of nato in 21 centrury and constant advancements towards russian soil
why is no one talking about ukarine blocking only fresh water supply available to crimea,
why is no one talking about ukraine demanding billions of dollars in tax just for russian pipelines to pass through its land",1,0
This video doesn't explain anything...,6,0
Ukraine stands no chance against RU.,0,0
NATO became the new USSR (Western Version). Surrounding Russia from all sides. NATO violated its promise and provoking war in Europe. There should be neutral nations between Russia and NATO. USA and NATO is responsible for all wars on planet earth.,1,0
"Why has everyone decided to spell it ""Kyiv"" now precisely, after a century or more of spelling it ""Kiev""? Are we all best of friends now?",0,0
A special military operation is double talk for war. He declared war.,0,0
"Two famous quotes from Russian President Vladimir Putin are: What is the meaning of this world without Russia? Whoever has Russia, what else does he need?",8,0
USA is the wolf tho.. in the sheeps herd. The future of ukrain quit predictable ..Russia will function ukrain soon then USA obviously will funds rebel group and supply weapons to the ukrainian people to fight against russia and sooner or later ukrain will be torn to ashes like previously of Iraq Syria Afghanistan in the name of democracy and portray russia as the bad guy.  To all the people of USA I just wanna say that USA is the prime reason of this war and that USA do business with weapons and sell dreams in the wars. And most importantly the world will be better place without religion and USA.,1,0
💙💛,1,0
"Without seeing this scene, I could not believe how shameless the President of Germany is. Russia is invading Ukraine, so Germany and its allies are imposing blockades or sanctions on Russia one after another, but Israel is constantly bombing innocent Palestinians and killing Palestinians year after year. And the President of Germany is holding a press conference with the Prime Minister of Israel!. What a shameless scene!😲😲😲",0,0
"Why nothing was said about few Russian proposals to join NATO, to get out of treat? Im Russian ( not support Putin or his war).",0,0
"The Russian army, the best anti-terrorists in the world! ❤",2,0
"We want peace, not war, but when Israel attacked and killed thousands of helpless Palestinians, this Ukrainian comedian president did not stand up for the helpless Palestinians, but defended Israel and voted for Israel at the UN! Now why are you urging the international community to stand up for you? !!",0,0
"After Israel, Ukraine is the only country in the world whose president and prime minister are both Jewish. It was Israel's pre-planned masterplan, Israel wanted to establish another Israel between Europe and Russia and they succeeded somewhat as planned to have a Jewish president and prime minister but Russian President Putin has caught that trick. So now Israel is ready to compromise.😲😲😲😂😂😂",0,0
"Wow, amazing misinformation. Congratulations!!",0,0
NATO made all this conflicts! Why do they have to expand?,0,0
"Мне стыдно жить в стране, где есть Путин. Мы будет очень долго извиняться перед Украиной и перед всем миром. Граждане России не хотят войны и никогда не хотели. Солдат, вернись домой!",0,0
"I wonder where you all were with sanctions, support and other things when US invade Yugoslavia, Iraq, Syria, Libya? It seems that you dont count this people as humans",0,0
Putin cannot let you make his country Iraq or syria,0,0
"Ukraine is not yet dead, nor it's glory and freedom",0,0
No other channel explains things easy like VOX,0,0
Answer: us insist ukraine to join nato. The end,3,0
"Thank you, it was really insightful.",1,0
What will bring down Putin in the end will be the Russian mothers to the killed soldiers - nominate the Russian Mothers for the Nobel price and any othe price without hesitation - this wll bring down killer Putin. And begin procedings for Judging him as War Criminal ASP.,0,0
"Why Wox didn't include this fact? - 
Google search it. Not defending Putin but makes you understand his reasoning. 

In early February 1990, U.S. leaders made the Soviets an offer. According to transcripts of meetings in Moscow on Feb. 9, then-Secretary of State James Baker suggested that in exchange for cooperation on Germany, U.S. could make “iron-clad guarantees” that NATO would not expand “one inch eastward.” Less than a week later, Soviet President Mikhail Gorbachev agreed to begin reunification talks. No formal deal was struck, but from all the evidence, the quid pro quo was clear: Gorbachev acceded to Germany’s western alignment and the U.S. would limit NATO’s expansion",0,0
"The Durham report timing, Clinton, corruption high up in Ukraine. War? or media distraction.  Examine your focus and follow the money",1,0
Glory to Russia,2,0
"In 1991, Canada became the first Western country to recognize Ukraine's independence. There are a lot of people in Canada with Ukrainian ancestry - especially on the Prairies. My maternal grandparents were from there. Canada stands with Ukraine. We always have and always will.",69,0
Could you explain why the West betrayed Ukraine in the critical moment of the invasion?,4,0
"It's called Genocide ,",2,0
Why are you not mentioning the oil fields discovered in Ukraine which could cause Russia to lose influence in Europe of Ukraine joins nato because they wouldn’t hold a monopoly on gas and oil anymore? Why are you not mentioning the water crisis in crimea after the Russian invasion?,0,0
Ukraine needs to embrace their motherland. I don't know why they act like a prodical child,2,0
"It is a homeland security problem russia cannot return now , if any Europe countries reached this situation the case will be much worse they got to protect themselves from invading",0,0
No one care about this war in Asia LOL,0,0
"I never knew about Putin asking nato to give back essentially other countries, not just Ukraine. If he presses onward past Ukraine this psychopath may actually use nukes. His excuse “the US did it” just shows how small his thinking is. The only way to end war and have peace is to stop the cycle of revenge.",1,0
What did USA done to Iraq Vietnam Korea Japan and lots of more countries for there interest give me the answer in that case Putin is right what USA want they do and nobody talks now Russia is doing something whole world is criticizing Russia Putin shame on Usa,1,0
Really well done explanation,0,0
"Watching this documentary, Putin is not in the wrong.",1,0
"Vladimir Putin actually a good person, he just keeps the balance of power east and west, he doesn't want to invade ukraine, he just wants ukraine to be a neutral country, Putin doesn't want WAR, Putin wants peace in the future the way it is now
the proof?, he continues to deliver about 10.000 Tons of health supplies to the affected Ukrainian people, 

he doesn't want a pro russian or pro EU ukraine government, he just wants a neutral government in ukraine

Why Russia doesn't agree if Ukraine joins NATO?
because if Ukraine enters NATO membership, then it will urge Rusia country because NATO violated the agreement not to expand his territory",5,0
"USA = Hawaii
France = Guiana
UK = Falklands",0,0
Basicly mr putin have a good heart....best president....,0,0
Comedian will always be comedian LOL,1,0
"Putin is a war criminal so are the American presidents. Stop Russian invasion of Ukraine, and stop NATO expansion. No to war. Common people want peace.",1,0
"Everyone go check out Jimmy Dore. If you don't want to be lied to, it's a good place to get the truth. This is another war for oil. Don't be fooled brothers and sisters!",1,0
"Putin's ace up his sleeve is the ace up the us's sleeve. Nuclear weapons of mass destruction. He is Throwing around the idea of nuclear annihilation against the ukrainian people, but fails to realize if he does launch them, his death due to nuclear annihilation is guarenteed.",1,0
No Civilians deserve this! weather you are Ukrainian or yemeni there is no justification for war.,1,0
The people who fight the wars for their leaders are never the ones who benefit.,1,0
Arrest put in.,0,0
"NATO continue to expand its territorial influence and Russia can't? NATO should we draw their troops in the first place it's unfair for the other side no one in his side while NATO have 30 members they should stop interfering Russias conflict without Russia there's is no Ukraine. UKRAINE IS RUSSIA. RUSSIA BORN IN UKRAINE. IN UKRAINE THE RUSSIA IS BORN IT'S PART OF THEIR SOIL AND HISTORY. AMERICANS ALWAYS INTERFERING OTHER COUNTRIES CONFLICT. VIETNAM, KOREA, IRAN, IRAQ, ETC.",0,0
Attack Russia!!!!!!,0,0
"This isn't Russia's war, it's Putin's.  Many of his own are clearly reluctant to fight and that's why they're failing.",1,0
If Ukraine joins EU at the moment then this war will escalate. Let’s all hope for a peaceful solution. Between Ukraine and Russia.,0,0
Russian people must take him out,1,0
"Russian border securing military mission showing the double standard of Western Media,politicians,citizens. 

If a guy fight against USA in Iraq,Afghanistan he's called terrorist and in Ukraine they call them hero.",0,0
Good video. Thanks,0,0
"Not the Complete story 
Please give both sides of story",0,0
This is the first video that actually explains everything simple and straight to the point. Thank You!,8,0
0:49 Wasn't Yugoslawiawar the same scale?,0,0
"When you watch this from Russian channels, it's a completely different story.",0,0
"If ONLY U.S would have kept itself in U.S. Unites States, NATO and U.N are just Manipualtive Terror Organizations disguised as ""Peacekeepers""",0,0
Meanwhile.. President Potato doesn't know what day of the week it is.,0,0
Here we go again,0,0
NATO and ZELENSKY responsible for this war,3,0
usa terorists,2,0
"Although i don’t agree with Russia’s actions, but Ukraine joining NATO will make things worse. Having an enemy’s territory 5 hours from your capital is scary. We prevented Russia from storing missiles in Cuba which is very to close to us. So it is kind of hypocrisy.",0,0
"This is worst 
Please Stop the War",1,0
"kind of like Russia and Ukraine used to be bf and gf, but then they split up and are no longer together.
Russia gets jealous that Ukraine wants to be with someone else, and so physically assaults Ukraine to prevent it.
Clearly the Russian government cannot handle a break up.",0,0
every country has right to do the security for his country for example Russia is needed security for his country because he know that if Ukraine join NATO then it would be problem for Russia,6,0
The Ukrainian president could’ve prevented this war,1,0
Why didn’t you mention the war in donbass? It is required to understand this conflict,0,0
"This really is going to be WWIII , We stand with Ukraine!!",0,0
Putin is War criminal!,1,0
"Hello, your video is very good. I want to cooperate with you in business. Are you interested in cooperating? Looking forward to your reply",0,0
Kalamugay iskidi,0,0
"Um, NATO bordering Russia the first time in 2004, hmm didn't know that Norway wasn't apart of NATO.... Thank you VOX for this brilliant insight :)",1,0
Thank you for making this video,0,0
"The people of Russia rise up and take Putin out. Innocent lives are at stake. This must end, You the people of russia have the power!!!",0,0
Putin doesn’t wear prescription/reading glasses: he sees the world crystal clear; only the world can’t see through him clearly. 🤓🧐👊,0,0
"So, it's true. The west is partly to blame. They're the ones lining up missiles in NATO countries against Russia. How do you expect Putin not to react? For all intents and purposes, NATO just gave Russia an excuse  to invade Ukraine. It was a ticking timebomb. And the timebomb has finally exploded.

All those missiles pointed towards Russia, why aren't they  doing what they're supposed to be doing now? This isn't to instigate WW3, but it seems to me the war has arrived in Europe. Shouldn't someone be lighting up the burner behind those missiles? Or they're there so weapons contractors could continously make money modernising the weapons systems? I think so.

When Zelenskyy pleaded for help, the west stayed away. Who wants to be involved in another war? It's costs a lot of money. Taxpayers money and people's lives. Ask the americans who  just got back from Afghanistan. But selling weapons isn't costly. It's profitable.

As Zelenskyy rightly put it, it's the people that suffer.",3,0
nothing been said when Israel do the same thing to Palestine..,0,0
T mobile doesn't charge for calls to ukraine i love mama t,0,0
I don't support any of Putin's plans but it seems he had a pretty good plan which now seems inevitable to stop💔,1,0
“Russia has the largest arsenal of nuclear weapons” oh great. This is scary fellas.,0,0
Many false statements in this video.,0,0
It time Ukraine to accept their fate.. Ukraine will be like Iraq & Libya..,0,0
Ukraine don't use Indian and Chinese student hostage as human shield for protection. Leave are students,0,0
Go Ukraine ❤️❤️🇺🇦🇺🇦🇺🇦🇺🇦,0,0
"America are making chemical weapons by his boarder, our government are bullshitting us.",1,0
Still can't believe this is happening,0,0
I am Hungarian and everyone is scared from the Russians to attack us. But every one gives donations to the hungary and Ukraine border.,0,0
President Putin and Russians are right in taking back their property. Its been long overdue,1,0
these children will be scared for life now,0,0
When USA bombed Iraq and other countries nobody bother no sanctions... this is the same colonial mentality....no attention to Asian countries and full on attention to only eroupean countries...I do not support war still Putin did what he had to do...always smaller countries are suffered highest between quarrel of 2 powers...I have seen some comments when people are proud that they bombed middle east clearly you have not seen 4 year old kids crippled and having ptsd...this is the future if uno just keeps bootlicking USA.... I feel so bad for Ukraine if you guys had not trusted USA and UK and kept nuclear weapons you would have been with your family having a good time,0,0
Half of the video is not explaining the war itself.,0,0
普丁 ~下地獄,0,0
URAAAAAA🇷🇺,0,0
"If Ukraine would sign an agreement of not joining NATO, the Russia will end the war. 
Extremism in any kind will never lead to a peaceful society. Ukraine should adopt the non alignment policy.
How will Putin accept the idea of American boots along the longest border of Russia. 
Pray for Ukraine civilians.",0,0
"How ironic it is to see the west getting panic attacks when something like this happens in Europe..and they get non existent when it is about Asia , middle east or Africa.  People suffer everywhere be it Syria Ukraine Iraq or any other country which suffers violence.   🙌🏼  🙌🏼  🙌🏼  🙌🏼",0,0
Putin should've called it democratization of Ukraine. Pretty sure West would've approved.,1,0
overblown news,0,0
Time to end the war. Please use nuke and get over it. So that we could move on now.,0,0
The only way to stop putin's invasion by not interfering directly is cutting of their resources and trades. That  way slowly it will weaken them hopefully.,0,0
"If I ever become a leader thinking of starting a war, just show me pictures of beautiful women. Too high of a risk for any reward.",0,0
So basically.... NATO?,1,0
Sad to see one of the nations who fought the axis forces in WW2 become the main source of conflict 77 years later.,0,0
When the USA bombs other countries we don't see any anti war protests,2,0
"No matter what i support Putin, He is better than those americans.",0,0
Russia may have the most Nuclear arsenal but the U.S. is right behind them. Plus the U.S. has the strongest military in totality in the world.  Putin needs to rethink this,1,0
"The USA and its minions has been invading the middle east for decades, killed millions of millions people. These basterd are not in a position to condemn anything. By the way I was more fare to search how many Russian in Ukraine have been killed by AZOV militia. The Natzi militia that burned alive Russian. It's real they are natzi. Even USA put sanction on them because of that. But now they lifted it.",0,0
Let russia put it's missile in mexcio-usa or Canada-usa border..... we'll see how USA behaves then☺️☺️☺️,0,0
"When Ukrainians take up arms, they are hailed as heroes. When Palestinians take up arms, for the same reason (self-defence), they are called terrorists. Why the double standards?",0,0
"West is making the Slavs fight among themselves....
West working with a colonial mindset..",1,0
Most of the world despise nato !!,0,0
0:48 this is NOT Europe's largest war since ww2. Hundreds of thousands of people died and were displaced in the Balkan wars in 1990,247,0
